version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 123456789012 eni-34fd0abed59bcfbad 10.0.1.176 10.0.1.5 37915 53 17 1895 532495 1777459628 1777459707 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.80 151.101.1.140 44420 53 17 2037 222033 1777476727 1777476847 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 52.94.236.248 10.0.1.126 41434 443 6 646 635664 1777511867 1777511892 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.55 1.1.1.1 38430 53 17 3654 504252 1777481446 1777481482 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 8.8.4.4 10.0.1.222 49169 443 6 4616 2848072 1777510318 1777510359 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.237 8.8.8.8 45923 3389 6 166 116200 1777449477 1777449588 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.4 172.16.10.192 44592 123 17 4761 537993 1777456570 1777456575 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.60 10.0.2.184 36110 3389 6 436 177452 1777455683 1777455789 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 172.16.10.242 10.0.3.253 35188 22 6 3476 3844456 1777440474 1777440513 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.3.99 10.0.3.194 36782 123 17 4355 1149720 1777431985 1777432047 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.2.43 172.16.10.197 58643 443 6 2468 2161968 1777496055 1777496150 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.195 151.101.65.140 46634 5432 6 832 480064 1777483760 1777483874 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.3.111 8.8.4.4 41823 53 17 871 92326 1777474006 1777474085 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.138 104.18.32.115 60327 22 6 1064 1152312 1777457593 1777457658 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.59 52.94.236.248 45793 22 6 4226 4230226 1777455303 1777455333 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.224 8.8.8.8 46215 3389 6 1699 1654826 1777499390 1777499457 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 151.101.65.140 10.0.1.200 41775 80 6 521 591856 1777507266 1777507345 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.2.2 172.16.10.131 36412 3306 6 1475 982350 1777432517 1777432571 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 1.1.1.1 10.0.1.134 49032 80 6 859 415756 1777466211 1777466278 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.2.53 52.94.236.248 60313 3306 6 2323 1105748 1777471622 1777471686 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.150 8.8.4.4 39679 22 6 121 56628 1777437463 1777437521 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.18 104.18.32.115 53791 22 6 5000 5325000 1777443657 1777443659 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.19 10.0.3.188 0 0 1 1 251 1777440628 1777440629 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 52.94.236.248 10.0.1.180 60572 80 6 4409 2764443 1777502742 1777502822 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 52.94.236.248 10.0.1.208 41708 80 6 1332 1529136 1777502724 1777502767 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 13.32.27.10 10.0.3.176 59594 6379 6 1 73 1777501161 1777501166 REJECT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.198 52.94.236.248 44517 3306 6 4421 4359106 1777517417 1777517489 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 172.16.10.241 10.0.3.23 0 0 1 1 223 1777510066 1777510067 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.1.101 13.32.27.10 49371 22 6 3095 3190945 1777452648 1777452724 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 104.18.32.115 10.0.1.68 33884 80 6 988 959348 1777456476 1777456546 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.101 140.82.121.4 35373 123 17 4826 1375410 1777486855 1777486882 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 104.18.32.115 10.0.2.81 3835 6379 6 1 72 1777510571 1777510574 REJECT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.241 10.0.1.98 41814 80 6 2873 2542605 1777478326 1777478336 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.13 10.0.2.165 44223 123 17 1158 289500 1777515305 1777515405 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.226 10.0.3.205 0 0 1 3 108 1777451857 1777451858 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.151 8.8.4.4 59813 3306 6 2876 1389108 1777501760 1777501830 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 172.16.10.250 10.0.1.207 59860 53 17 2584 472872 1777449219 1777449288 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.1.128 8.8.8.8 56103 80 6 4617 2562435 1777450200 1777450220 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.66 8.8.4.4 41482 3389 6 2067 1378689 1777435847 1777435904 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 172.16.10.156 8.8.8.8 55404 123 17 1390 348890 1777434110 1777434221 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 151.101.65.140 10.0.1.74 41309 443 6 4140 2127960 1777490603 1777490606 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.3.187 140.82.121.4 34120 3389 6 3056 2579264 1777496991 1777497055 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.229 10.0.1.160 35276 53 17 1678 310430 1777456956 1777456998 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.3.102 151.101.65.140 49574 3306 6 3166 3587078 1777452710 1777452750 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.9 172.16.10.219 55346 3389 6 1334 1482074 1777473100 1777473186 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 8.8.4.4 10.0.1.88 37606 443 6 2856 1685040 1777473368 1777473441 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 151.101.1.140 10.0.1.136 59176 80 6 1731 1298250 1777458827 1777458847 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777431969 1777432569 - SKIPDATA
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777496926 1777497526 - NODATA
2 123456789012 eni-34fd0abed59bcfbad 10.0.1.91 172.16.10.5 42347 5432 6 4836 3999372 1777435980 1777436095 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea - - - - - - - 1777453433 1777454033 - NODATA
2 123456789012 eni-044f15224b680339b 172.16.10.6 10.0.3.53 60640 53 17 4293 802791 1777453064 1777453120 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 52.94.236.248 10.0.1.157 35454 443 6 2523 2366574 1777503560 1777503603 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 172.16.10.26 104.18.32.115 39948 123 17 3045 889140 1777433377 1777433458 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.3.153 10.0.2.212 59681 53 17 4052 461928 1777439763 1777439765 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 1.1.1.1 10.0.1.4 52940 443 6 4293 3541725 1777486673 1777486687 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.31 151.101.65.140 39598 80 6 2087 2247699 1777511061 1777511113 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 140.82.121.4 10.0.1.166 32898 443 6 2761 3012251 1777479183 1777479284 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.1.3 10.0.1.53 0 0 1 3 224 1777452519 1777452520 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.2.252 172.16.10.137 36427 5432 6 656 362768 1777467226 1777467338 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.1.100 1.1.1.1 57771 3389 6 1094 885046 1777475761 1777475859 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 104.18.32.115 10.0.1.52 58050 80 6 2724 2985504 1777489824 1777489843 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 172.16.10.69 10.0.1.109 53317 80 6 25 18600 1777509147 1777509204 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.3.118 151.101.1.140 54777 22 6 3755 3890180 1777507980 1777507982 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 52.94.236.248 10.0.3.128 64963 6379 6 1 77 1777496718 1777496723 REJECT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.10 172.16.10.166 0 0 1 2 110 1777434687 1777434688 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.175 104.18.32.115 43932 80 6 1700 1672800 1777452454 1777452479 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 8.8.8.8 10.0.3.158 54998 9000 6 1 41 1777432726 1777432729 REJECT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.44 10.0.2.223 60842 443 6 1121 855323 1777503554 1777503651 ACCEPT OK
2 123456789012 eni-044f15224b680339b 104.18.32.115 10.0.1.224 48097 80 6 3423 3577035 1777453956 1777454050 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.56 10.0.1.101 41930 80 6 3249 3583647 1777463824 1777463872 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 - - - - - - - 1777495288 1777495888 - SKIPDATA
2 123456789012 eni-e6206e4e04d4f9880 151.101.65.140 10.0.1.78 40692 80 6 792 471240 1777490062 1777490132 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 104.18.32.115 10.0.1.141 58068 443 6 1145 482045 1777499635 1777499748 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 104.18.32.115 10.0.2.18 56481 8443 6 1 42 1777433597 1777433598 REJECT OK
2 123456789012 eni-c240636cdec8ffb07 151.101.65.140 10.0.1.106 46326 443 6 355 205545 1777471431 1777471482 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.99 172.16.10.160 43754 443 6 1060 449440 1777434161 1777434177 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 140.82.121.4 10.0.2.92 13570 27017 6 1 57 1777432726 1777432730 REJECT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.3.27 104.18.32.115 37506 22 6 3492 3687552 1777498297 1777498409 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.34 10.0.3.71 43093 80 6 4591 4646092 1777469031 1777469128 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 172.16.10.39 151.101.65.140 60015 123 17 688 195392 1777481520 1777481575 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 - - - - - - - 1777455654 1777456254 - NODATA
2 123456789012 eni-c240636cdec8ffb07 10.0.2.174 172.16.10.229 0 0 1 1 232 1777431422 1777431423 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.38 10.0.3.42 34846 80 6 4382 2620436 1777449058 1777449163 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 172.16.10.63 10.0.1.31 37636 53 17 4003 708531 1777485919 1777485970 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.113 10.0.3.99 46788 53 17 5000 1140000 1777479024 1777479076 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 172.16.10.129 8.8.8.8 46343 80 6 3088 3260928 1777466847 1777466929 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.80 13.32.27.10 39776 53 17 335 66665 1777506719 1777506779 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.1.112 151.101.65.140 56348 3306 6 4618 3458882 1777500112 1777500138 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.2 8.8.8.8 45837 5432 6 4767 5024418 1777503700 1777503784 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.66 8.8.4.4 55949 80 6 11 8239 1777460138 1777460142 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777434699 1777435299 - NODATA
2 123456789012 eni-044f15224b680339b 172.16.10.27 8.8.8.8 51019 123 17 4541 558543 1777505742 1777505788 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 185.220.101.45 10.0.1.172 46910 22 6 1 40 1777450078 1777450079 REJECT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.103 10.0.1.213 57401 443 6 4512 2941824 1777432539 1777432640 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.3.192 10.0.1.65 59564 443 6 4229 3949886 1777486602 1777486687 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 52.94.236.248 10.0.1.155 34608 443 6 4313 3834257 1777488809 1777488812 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 1.1.1.1 10.0.1.78 35420 80 6 3910 2385100 1777501354 1777501381 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.236 52.94.236.248 47162 22 6 1307 822103 1777435968 1777436088 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 13.32.27.10 10.0.1.154 42394 80 6 3089 1251045 1777467896 1777467948 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 13.32.27.10 10.0.1.25 37349 80 6 1380 607200 1777504822 1777504857 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.58 10.0.3.208 0 0 1 4 179 1777494963 1777494964 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 1.1.1.1 10.0.1.149 39876 80 6 1051 708374 1777485150 1777485231 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 - - - - - - - 1777507482 1777508082 - SKIPDATA
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.229 10.0.2.43 48279 5432 6 293 196310 1777450968 1777451019 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 104.18.32.115 10.0.1.253 59890 443 6 375 443250 1777512526 1777512529 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 151.101.1.140 10.0.1.60 46308 443 6 3777 1586340 1777465372 1777465406 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.3.113 104.18.32.115 57715 3389 6 1608 659280 1777482243 1777482309 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.204 140.82.121.4 49134 443 6 180 178380 1777452932 1777452963 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.194 13.32.27.10 39353 53 17 4847 974247 1777458918 1777459006 ACCEPT OK
2 123456789012 eni-044f15224b680339b 8.8.8.8 10.0.1.51 60648 80 6 3637 1876692 1777464982 1777465051 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea - - - - - - - 1777434687 1777435287 - SKIPDATA
2 123456789012 eni-34fd0abed59bcfbad 140.82.121.4 10.0.1.67 36932 443 6 820 649440 1777450350 1777450469 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 45.155.205.233 10.0.1.68 45155 22 6 3 111 1777494901 1777494902 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 8.8.8.8 10.0.1.135 56439 443 6 4853 5095650 1777497822 1777497867 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 140.82.121.4 10.0.1.203 53749 443 6 440 235400 1777478493 1777478587 ACCEPT OK
2 123456789012 eni-044f15224b680339b - - - - - - - 1777517260 1777517860 - NODATA
2 123456789012 eni-044f15224b680339b 13.32.27.10 10.0.1.13 56502 80 6 4105 4605810 1777513782 1777513818 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad - - - - - - - 1777457803 1777458403 - NODATA
2 123456789012 eni-044f15224b680339b 172.16.10.237 140.82.121.4 40952 3306 6 2761 1490940 1777439874 1777439937 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 151.101.65.140 10.0.3.213 61603 9000 6 1 78 1777463376 1777463379 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 13.32.27.10 10.0.1.117 37415 80 6 249 220863 1777490663 1777490679 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.181 8.8.8.8 49479 3306 6 716 375900 1777496320 1777496421 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 52.94.236.248 10.0.1.31 47943 80 6 4950 3504600 1777461728 1777461732 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.2.9 10.0.1.159 41022 3306 6 4868 5218496 1777505438 1777505446 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.44 10.0.2.165 36769 53 17 2854 490888 1777497598 1777497614 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.197 8.8.8.8 50946 53 17 641 79484 1777481311 1777481407 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 45.155.205.233 10.0.1.68 51266 22 6 3 145 1777494788 1777494789 REJECT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.149 10.0.1.9 0 0 1 4 99 1777486735 1777486736 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.164 10.0.3.89 0 0 1 2 106 1777433258 1777433259 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.46 10.0.2.19 60377 80 6 4783 4175559 1777459672 1777459768 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.215 10.0.2.186 47249 22 6 3860 3238540 1777510208 1777510262 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea - - - - - - - 1777506477 1777507077 - NODATA
2 123456789012 eni-4b50c4525e7ff86c7 172.16.10.114 10.0.3.114 51233 5432 6 4975 2437750 1777452487 1777452564 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 1.1.1.1 10.0.1.234 52242 443 6 284 182896 1777448695 1777448739 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.65 10.0.3.254 42232 443 6 883 757614 1777501032 1777501119 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 172.16.10.179 151.101.65.140 54384 5432 6 4013 4490547 1777489526 1777489641 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 151.101.1.140 10.0.1.30 41038 80 6 4216 1690616 1777464512 1777464623 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.3.81 10.0.2.140 35037 22 6 4256 4238976 1777459711 1777459825 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.3.243 10.0.3.237 42253 443 6 3715 3321210 1777471468 1777471522 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 52.94.236.248 10.0.1.64 58562 80 6 417 285228 1777459143 1777459148 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 172.16.10.184 13.32.27.10 45600 3389 6 4403 3297847 1777443015 1777443074 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.62 10.0.1.35 56265 3306 6 3191 3047405 1777462480 1777462490 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.116 151.101.65.140 56930 443 6 1760 1073600 1777466523 1777466524 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 1.1.1.1 10.0.1.241 34475 443 6 752 433904 1777490721 1777490738 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 172.16.10.218 104.18.32.115 44381 53 17 1730 181650 1777434688 1777434701 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 13.32.27.10 10.0.1.126 55008 80 6 1734 780300 1777443446 1777443457 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.238 10.0.3.115 38205 5432 6 4048 2028048 1777446265 1777446372 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.111 8.8.8.8 47196 53 17 4582 1209648 1777469609 1777469656 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 8.8.4.4 172.16.10.164 50769 6379 6 1 57 1777491675 1777491678 REJECT OK
2 123456789012 eni-044f15224b680339b 185.220.101.45 10.0.1.172 59231 22 6 2 100 1777450129 1777450130 REJECT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.3.151 8.8.8.8 51413 3389 6 3148 2307484 1777483032 1777483137 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.194 172.16.10.198 33280 5432 6 2144 1348576 1777479831 1777479937 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.153 10.0.3.109 55017 22 6 698 628200 1777456638 1777456655 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.225 172.16.10.199 47968 53 17 4784 1109888 1777434182 1777434264 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 8.8.4.4 10.0.1.184 51774 80 6 2743 2485158 1777472178 1777472263 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 8.8.4.4 10.0.1.224 57222 80 6 4704 3448032 1777488020 1777488132 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.163 172.16.10.130 57799 123 17 4523 619651 1777432077 1777432188 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.2.131 172.16.10.13 44836 5432 6 4761 2337651 1777442714 1777442776 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.1.160 10.0.2.60 41378 443 6 1450 1229600 1777465841 1777465934 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.131 140.82.121.4 58040 3306 6 3017 3357921 1777434260 1777434349 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 1.1.1.1 10.0.1.229 54642 80 6 1417 953641 1777478145 1777478233 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.16 10.0.2.188 41913 3306 6 2134 2543728 1777453611 1777453717 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.2.152 8.8.4.4 49332 5432 6 3048 2225040 1777472443 1777472512 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 151.101.65.140 172.16.10.197 56292 9000 6 1 43 1777505008 1777505012 REJECT OK
2 123456789012 eni-e6206e4e04d4f9880 172.16.10.162 10.0.1.204 57276 443 6 118 64428 1777491550 1777491574 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.218 104.18.32.115 34909 22 6 3407 2088491 1777492288 1777492290 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.251 52.94.236.248 38662 123 17 2212 353920 1777504398 1777504491 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.201 10.0.3.138 34616 80 6 3549 1994538 1777494668 1777494711 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.206 52.94.236.248 59446 123 17 2693 568223 1777487840 1777487871 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 8.8.8.8 10.0.1.68 36678 443 6 4434 3023988 1777484990 1777485098 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 52.94.236.248 10.0.1.33 56956 443 6 1295 1522920 1777456931 1777457021 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.3.254 10.0.3.193 45529 443 6 8 3544 1777499982 1777500090 ACCEPT OK
2 123456789012 eni-044f15224b680339b 52.94.236.248 10.0.1.38 40378 443 6 3201 1315611 1777478122 1777478140 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 172.16.10.136 104.18.32.115 39995 22 6 3121 2356355 1777450583 1777450640 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 172.16.10.153 10.0.1.150 39811 5432 6 1280 803840 1777505689 1777505808 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 140.82.121.4 10.0.1.98 54157 443 6 4431 4727877 1777495156 1777495163 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 140.82.121.4 10.0.1.244 33162 443 6 4000 2240000 1777497030 1777497122 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 172.16.10.56 10.0.3.178 60769 22 6 2565 2636820 1777440832 1777440870 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.3.1 1.1.1.1 41337 53 17 1016 150368 1777460429 1777460518 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.86 10.0.1.64 0 0 1 1 163 1777510647 1777510648 ACCEPT OK
2 123456789012 eni-044f15224b680339b 104.18.32.115 10.0.1.59 51033 443 6 873 970776 1777515694 1777515730 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.211 10.0.1.13 58301 123 17 3506 743272 1777471295 1777471299 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.247 10.0.3.122 48176 3306 6 864 360288 1777475429 1777475483 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 13.32.27.10 172.16.10.235 15324 27017 6 1 45 1777438384 1777438388 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.1.124 10.0.3.124 0 0 1 1 185 1777479363 1777479364 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 151.101.1.140 172.16.10.159 40189 9000 6 1 65 1777456202 1777456205 REJECT OK
2 123456789012 eni-4b50c4525e7ff86c7 172.16.10.172 10.0.1.200 38868 3389 6 1698 1034082 1777480900 1777480917 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 172.16.10.122 10.0.3.181 51886 5432 6 2485 1249955 1777494522 1777494560 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.206 8.8.4.4 54232 443 6 3171 2067492 1777437962 1777438063 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.202 151.101.65.140 60745 3306 6 296 165760 1777476051 1777476093 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.223 140.82.121.4 35228 5432 6 1250 1351250 1777512230 1777512247 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.4 10.0.3.203 56315 3306 6 1583 916557 1777478819 1777478892 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad - - - - - - - 1777442641 1777443241 - NODATA
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.109 140.82.121.4 41317 123 17 2626 551460 1777508662 1777508717 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.158 8.8.4.4 41594 53 17 3212 398288 1777448480 1777448563 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.171 172.16.10.121 0 0 1 4 251 1777490548 1777490549 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 1.1.1.1 10.0.1.16 53058 80 6 1724 1867092 1777494283 1777494346 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777517134 1777517734 - NODATA
2 123456789012 eni-99bd7a6155c10668e 10.0.2.54 10.0.1.208 33117 443 6 875 649250 1777513635 1777513711 ACCEPT OK
2 123456789012 eni-044f15224b680339b 140.82.121.4 10.0.1.82 49663 80 6 629 732156 1777492004 1777492016 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.1.122 151.101.1.140 32909 22 6 23 19757 1777485244 1777485325 ACCEPT OK
2 123456789012 eni-044f15224b680339b - - - - - - - 1777473185 1777473785 - NODATA
2 123456789012 eni-c240636cdec8ffb07 8.8.8.8 10.0.1.169 59989 80 6 643 307997 1777497818 1777497867 ACCEPT OK
